,0,1,2
40,"Story highlights The former Utah governor and U.S. ambassador to China said Trump is looking more likely as the Republican on the ballot in November

Huntsman also discussed Clinton's bid for the Democratic nomination

The Axe Files, featuring David Axelrod, is a podcast distributed by CNN and produced at the University of Chicago Institute of Politics. The author works at the institute.

Chicago (CNN) Former Republican presidential candidate Jon Huntsman said Monday that he would be inclined to support Donald Trump if the controversial real estate mogul secures the GOP nomination.

""If he's the nominee, I'm a Republican and I tend to gravitate towards whomever the nominee is,"" Huntsman, who lost the 2012 Republican presidential primary to Mitt Romney, told CNN senior political commentator David Axelrod on Axelrod's podcast ""The Axe Files.""

Huntsman said Trump is looking more likely as the Republican on the ballot in November. ""I just happen to think that this go-round we have a very unusual possibility if he makes it that far. And I think the chances are better than 50-50 that he makes it to the finish line in terms of the nomination.""

Huntsman said there are aspects of Trump's platform he finds attractive.

""He's strong on things like campaign finance reform and I think it's going to take an extraordinarily unique leader to stand up and say that the way that we're doing this on the campaign finance side is broken and we need to fix it,"" Huntsman said, adding Trump is ""right about bringing aboard a new generation of the best and the brightest and wiping out the old Washington establishment and the old Washington culture.""

Read More",2016-02-22 00:00:00,[Matthew Jaffe For Cnn]
41,"The odds are that Leonardo DiCaprio is going home with the best actor Oscar this Sunday.

The movie he starred in, ""The Revenant,"" is also favored to win Best Picture, according to online betting site PaddyPower.com.

The thriller directed by Alejandro González Iñárritu is currently holding 8-to-15 odds to win. The 20th Century Fox film is followed by ""Spotlight"" which comes in at 23-to-10 and ""The Big Short"" at 5-to-1.

If that seems like a wide margin it's nothing compared to the best actor category where DiCaprio is a prohibitive favorite with 1-to-100 odds.

Here's the list of the Oscar odds for the award show's biggest categories, according to PaddyPower:

Best Picture:

""The Revenant"": 8-to-15

""Spotlight"": 23-to-10

""The Big Short"": 5-to-1

""Room"": 50-to-1

""The Martian"": 100-to-1

""Mad Max: Fury Road"": 100-to-1

""Brooklyn"": 150-to-1

""Bridge of Spies"": 200-to-1

Best Actor:

Leonardo DiCaprio, ""The Revenant"": 1-to-100

Eddie Redmayne, ""The Danish Girl"": 20-to-1

Michael Fassbender, ""Steve Jobs"": 20-to-1

Bryan Cranston, ""Trumbo"": 80-to-1

Matt Damon, ""The Martian"": 100-to-1

Best Actress:

Brie Larson, ""Room"": 1-to-25

Saoirse Ronan, ""Brooklyn"": 10-to-1

Cate Blanchett, ""Carol"": 33-to-1

Charlotte Rampling, ""45 Years"": 40-to-1

Jennifer Lawrence, ""Joy"": 40-to-1

Best Supporting Actor:

Sylvester Stallone, ""Creed"": 3-to-10

Mark Rylance, ""Bridge of Spies"": 5-to-2

Christian Bale, ""The Big Short"": 16-to-1

Tom Hardy, ""The Revenant"": 16-to-1

Mark Ruffalo, ""Spotlight"": 40-to-1

Best Supporting Actress:

Alicia Vikander, ""The Danish Girl"": 1-to-2

Kate Winslet, ""Steve Jobs"": 3-to-1

Rooney Mara, ""Carol"": 7-to-2

Jennifer Jason Leigh, ""The Hateful Eight"": 25-to-1

Rachel McAdams, ""Spotlight"": 100-to-1

Related: Oscars make changes to boost diversity amid #OscarsSoWhite backlash

Red carpet coverage of the 88th Annual Academy Awards begins at 7 p.m. ET this Sunday on ABC. The ceremony hosted by Chris Rock begins at 8:30 p.m.",2016-02-23 00:00:00,[Frank Pallotta]
42,"How Gina Rodriguez gets out of speeding tickets

What it would take to build Trump's border wall

Obama is ok leaving office but this girl is apoplectic

Lights go out on Donald Trump at rally

Kalamazoo Uber rider: 'You're not the shooter are you?'

Gov. John Kasich apologizes for his remark about ""women leaving their kitchens"" to support for him and touted his record of women in his administration.",2016-02-22 00:00:00,[]
43,"Trump on protester: I'd like to 'punch him in the face'

John Kasich: No one has asked me to drop out

Buyers of 'Trump' properties say they got a raw deal

A prince has called him a ""disgrace."" Russian President Vladimir Putin says he's a ""colorful and talented man."" Here's what some world leaders think about Donald Trump's bid for the White House.",2016-02-23 00:00:00,[]
44,"John Kasich sorry for 'women in kitchens' comment

How Gina Rodriguez gets out of speeding tickets

Morgan Freeman can now narrate your drive

What it would take to build Trump's border wall

Americans consider leaving U.S. if Trump wins

Snake head found in can of green beans

Obama is ok leaving office but this girl is apoplectic

This woman is how Hillary Clinton won Nevada

Lights go out on Donald Trump at rally

Kalamazoo Uber rider: 'You're not the shooter are you?'

Wife of 'El Chapo' gives first interview

February 22 may be National Margarita Day but the origin of the favorite cocktail is up for debate.",2016-02-22 00:00:00,[]
45,"Unfortunately we are unable to show the requested link, sorry for any inconvenience. The likely cause is that you are using a feed reader whose browser engine is not the same as the default browser on your PC e.g. you are using a Microsoft product (like Outlook 2007) to read the feed but you have Firefox set as the default browser. If you change your default browser (in this example change it to Microsoft's Internet Explorer) you will be able to follow the link.

Leider ist dieser Link zur Zeit nicht verfügbar. Es ist möglich, dass Sie einen Feed-Reader benutzen, dessen Browser nicht der gleiche ist wie der Default Browser Ihres PCs., z.B. benutzen Sie ein Microsoft Programm um das Feed zu lesen, aber Sie haben Firefox als Ihren Default Web Browser eingestellt. Sobald Sie Ihren Default Browser entsprechend ändern, kann der Link angezeigt werden.

Ce lien ne peut être trouvé. Désolé pour ce désagrément. Vous utilisez un lecteur de flux RSS qui possède un navigateur différent du navigateur édité par défaut sur votre PC. Exemple : vous utilisez un produit Microsoft (comme Outlook 2007) pour lire ce flux RSS alors que vous avez Firefox défini par défaut comme navigateur. Si vous changez ce navigateur par défaut (ici à changer pour Microsoft Internet Explorer) vous serez désormais en mesure de lire le lien.",,[]
46,"Uh-oh! It could be you, or it could be us, but there's no page here.

Search",2016-02-23 00:00:00,[]
47,"Mars is recalling chocolate bars in 55 countries because some of them may contain pieces of plastic.

The recall includes millions of Mars, Snickers and Milky Way chocolate bars produced in the Netherlands.

Mars Netherlands said it decided to issue the voluntary recall as a ""precautionary step"" after receiving a consumer complaint about a piece of plastic found in one of their products.

Mars, Snickers and Milky Way bars with best before dates between June and October 2016 should not be eaten, the company said. Celebration and Variety candy packs are also being recalled.

The chocolate maker's websites in Germany, France, and other countries could not be accessed after the news broke on Tuesday. Users on social media were complaining about not being able to reach the company's helplines.

Mars said it would release more detailed information about the recall later.

-- Chris Liakos contributed to this story.",2016-02-23 00:00:00,[Ivana Kottasova]
48,"American Airlines and in-flight Wi-Fi provider Gogo are starting to play nice, and investors like what they see.

Gogo (GOGO) shares jumped nearly 10% Monday after American (AAL) dropped a lawsuit over a contract that covers 200 of its aircraft.

American has contracts with Gogo through 2018, but the airline is hoping to upgrade the 3G connections on many of its planes.

According to the terms of American's contract, if it receives a better proposal, Gogo gets a certain amount of time to make a counteroffer. The lawsuit had asked a judge to give Gogo official notice that American was considering a competing product.

American has said that ViaSat, which powers Wi-Fi on United Airlines, JetBlue and Virgin America, offers significantly faster Internet than Gogo's current service.

While Gogo did not respond to request for comment, the company said in an regulatory filing that it ""looks forward to presenting a proposal to install 2Ku, our latest satellite technology.""

Gogo's 2Ku technology uses satellites and complex onboard antennas to deliver a much better Wi-Fi experience for flyers. Airplanes equipped with 2Ku will receive a 70 megabit-per-second connection, which is about four times faster than the average home broadband connection.

""If Gogo chooses to submit a proposal in response to a competitive offering, we will evaluate it,"" said Casey Norton, communications director for American.

-- David Goldman contributed to this article",2016-02-23 00:00:00,[Robert Mclean]
49,"Republican presidential frontrunner Donald Trump has declined to participate in a special Fox News event on Wednesday in which Megyn Kelly will interview the GOP candidates.

The decision, which his campaign attributed to pre-existing campaign engagements, is likely to reignite discussion about Trump's longstanding feud with the network and with Kelly, whom Trump has accused of being unfair to him.

However, Trump spokesperson Hope Hicks told CNNMoney that the GOP hopeful will attend next month's Fox News debate in Detroit, Michigan, which is being co-moderated by Kelly, Bret Baier and Chris Wallace.

""The campaign has a previous engagement in Virginia and then New York, which could not be rescheduled. Given this was just proposed at the last minute it was not possible to change our plans in order to attend. Mr. Trump looks forward to participating in the next FOX News debate,"" Hicks wrote in an email.

Related: Trump, 'Morning Joe' hosts hot mic chatter fuels favoritism charge

""The Kelly File: Face to Face with Candidates,"" a special two-hour primetime event, will take place at 9 p.m. on Wednesday, February 24 from Houston, Texas. Kelly will interview Ted Cruz and Ben Carson in-person, and Marco Rubio and John Kasich via satellite.

Kelly ""will engage with the candidates individually on stage and ask them about their policies and where their campaigns stand after Tuesday night's Nevada caucus and ahead of Super Tuesday,"" a press release from Fox News states. The event ""will also feature an interactive audience of Texas voters who will be able to pose questions to the candidates, each of whom will be on stage one at a time with Kelly.""

Related: Megyn Kelly on Trump: 'I stand by every question'

The event comes one night before the Republican candidates reunite on stage in Houston for the CNN Republican presidential debate, which is the final debate before Super Tuesday.",2016-02-22 00:00:00,[Dylan Byers]
50,"(CNN) It didn't take long for candidates hoping to replace President Barack Obama to weigh in on his plan to close the detention facility at Guantanamo Bay , Cuba.

Republican presidential candidate Ohio Gov. John Kasich said Tuesday he ""profoundly disagrees"" with the proposal.

""These are people, some of them are the worst of the worst. Why would we send them into our country?"" Kasich told Fox News Tuesday. ""I profoundly disagree.""

The President's plan, submitted to Congress on Tuesday, would move the majority of detainees to other countries, while moving those who are deemed too dangerous to an undetermined detention facility in the United States.

RELATED: Obama still plans to shut Guantanamo. Can he?

Florida Sen. Marco Rubio -- conflating Obama's proposal to shut the facility with turning over the Guantanamo military base, where the prison is located, Cuban government.

""We are not giving back an important naval base to an anti- American, Communist dictatorship,"" Rubio said.

""We are not going to close Guantanamo,"" he said Tuesday while on the campaign trail in Las Vegas. ""In fact, we shouldn't be releasing people there now. These are enemy combatants ... Not only are we not going to close Guantanamo, if we capture a terrorist alive, they are going to Guantanamo and we are going to find out everything they know.""

Ben Rhodes, White House deputy national security adviser, said last week the administration is not planning to return Guantanamo to Cuba, saying it ""is not on the table as a part of our discussions.""

Capitol Hill opposition

The White House is already facing opposition from Republicans on Capitol Hill.

Rubio also announced he is co-sponsoring a bill aimed at preventing the transfer of the Naval Station at Guantanamo Bay to the Cuban government. Under the Naval Station Guantanamo Bay Protection Act, the President would have to receive congressional approval before ""terminating, abandoning, or transferring the 45 square mile lease of land or waterways at the facility.""

Further complicating matters for the White House, Obama recently signed the Defense Authorization Act and a Defense appropriations measure into law, which contain provisions preventing the transfer of Guantanamo detainees to the U.S. The White House is expected to say those provisions are unconstitutional.

Support from Sanders

Democratic presidential candidate Bernie Sanders, who visited the prison during a 2014 trip to Cuba, lauded Obama's proposal and sought to use the issue to contrast himself against rival Hillary Clinton.

""I am encouraged to see that the President is sending Congress a plan to shut down the Guantanamo Bay prison,"" he said in a statement. ""As I have said for years, the prison at Guantanamo must be closed as quickly as possible. Others, including my opponent, have not always agreed with me.""

Sanders' statement noted he was one of only three senators to vote in 2007 against barring the transfer of Guantanamo detainees to America; then-Sen. Clinton voted for the amendment that kept the prison open.",2016-02-23 00:00:00,[Julia Manchester]
51,"By Tom LoBianco, CNN

Hillary Clinton, coming off a hard-fought victory in the Nevada caucuses on Saturday, acknowledged she has work to do in convincing independent voters and others that she's trustworthy.",2016-02-22 00:00:00,[]
52,"A negative mood has taken hold as crude oil prices slip back below $33 per barrel.

Here are the six things you need to know before the opening bell rings in New York:

1. Market overview: U.S. stock futures are languishing in the red following a sharp market surge on Monday.

Traders are taking their cue from the oil market, where crude futures are dipping by about 2%. Stock market moves have been heavily correlated with oil prices over the past few months.

Most European markets are in the red in early trading, though the losses are relatively muted.

Germany's DAX is suffering more than most after the Ifo business sentiment index in Europe's biggest economy fell to its lowest level in over a year. The majority of companies are pessimistic about their business outlook for the first time in six months.

In Asia, most key stock markets ended with small losses.

Related: Fear & Greed Index

2. All eyes on the oil minister: Saudi Arabia's oil minister Ali al-Naimi will be making a speech in Houston on Tuesday morning. Saudi Arabia is the world's biggest oil exporter, and agreed last week with Russia to freeze output at January levels, provided other major producers do the same.

Nobody else has signed up yet, and traders will be monitoring his speech, which is due to start at 8:50 a.m. ET.

3. Market movers -- Fitbit, Valeant and more: Shares in Fitbit (FIT) are crashing premarket. The company reported better-than-expected results over the holiday season, but investors seem to be deeply disappointed with the company's business forecasts.

Shares in Valeant Pharmaceuticals (VRX) took a big hit overnight as the company announced it will have to restate financial results from 2014 and 2015. The company said roughly $58 million in revenue was improperly recorded in 2014 and should have been reported last year.

Valeant stock has been struggling since October when a short-selling firm accused the company of massive fraud. Federal prosecutors are investigating the way it prices and distributes drugs.

Shares in United Technologies (UTX) jumped in extended trading after the company confirmed it had been talking with Honeywell (HON) about a potential merger, but the talks were halted due to ""regulatory obstacles, customer concerns and valuation issues.""

And Standard Chartered (SCBFF) shares are declining in London after the global bank reported a loss for the year. The bank's CEO admitted the results were ""poor"" and its shares are leading the FTSE 100 index lower.

4. Earnings: Home Depot (HD), Office Depot (ODP) and Macy's (M) are some of the key companies reporting earnings before trading begins.

DreamWorks Animation (DWA) and Etsy (ETSY) are among the main firms reporting after the close.

5. Economics: A number of important economic reports will be coming out Tuesday.

The latest monthly Case-Shiller housing index will come out at 9 a.m., giving Wall Street an overview about the health of the U.S. housing market at the end of 2015. Further January home sales data will be released at 10 a.m. by the U.S. National Association of Realtors.

Also at 10 a.m., the U.S. Conference Board will release its February consumer confidence data.

6. Market recap: Monday was a strong day on Wall Street. The Dow Jones industrial average jumped 1.4%, the S&P 500 rose 1.2% and the Nasdaq rallied by 1.1%.",2016-02-23 00:00:00,[Alanna Petroff]
